"Nome do projeto","OrbitGestão"
"Intervalo de datas","02/20/2026 00:00 - 05/20/2026 23:59"


"URL visitada começa com","https://orbitgestao.com.br/"

"Exibições de página","18104"
"Total de cliques","27144"

"Métrica","Click"

"Classificar","Botão","Cliques"," % de cliques"
"635","#custo>DIV.container:nth-of-type(1)>DIV.cost-grid:nth-of-type(2)>DIV.cost-card.cost-card--orbit:nth-of-type(3)>DIV.cost-item:nth-of-type(4)>SPAN.cost-item__label:nth-of-type(1)","1","0,00%"
"636","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(8)>A:nth-of-type(1)>DIV:nth-of-type(1)","1","0,00%"
"637","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.reframe-phase.reframe-phase--win:nth-of-type(3)>DIV.reframe-phase__steps.reframe-orbit-steps:nth-of-type(2)>DIV.reframe-orbit-card:nth-of-type(1)>DIV.reframe-orbit-card__scene:nth-of-type(2)>DIV.rfm-mini-hub:nth-of-type(1)","1","0,00%"
"638","#platformDock>BUTTON.dock-item:nth-of-type(11)","1","0,00%"
"639","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(2)>DIV:nth-of-type(4)>DIV:nth-of-type(2)>SPAN:nth-of-type(3)","1","0,00%"
"640","#orbitHub>DIV.orbit-hub__node:nth-of-type(2)>DIV.orbit-node-card:nth-of-type(4)>DIV.orbit-node-card__tags:nth-of-type(5)>SPAN.orbit-node-card__tag:nth-of-type(3)","1","0,00%"
"641","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column:nth-of-type(1)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(1)>DIV.testi-author:nth-of-type(1)>DIV.testi-info:nth-of-type(2)>DIV.testi-role:nth-of-type(2)","1","0,00%"
"642","#orbitHub>DIV.orbit-hub__node:nth-of-type(10)>DIV.orbit-hub__node-desc:nth-of-type(3)","1","0,00%"
"643","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(3)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>UL.platform-panel__features:nth-of-type(1)>LI:nth-of-type(2)","1","0,00%"
"644","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>DIV.mobile-menu:nth-of-type(2)>DIV.mobile-menu__footer:nth-of-type(3)","1","0,00%"
"645","#lead-form>BUTTON.btn.btn-primary.btn-submit:nth-of-type(1)","1","0,00%"
"646","#orbitHub>DIV.orbit-hub__node:nth-of-type(13)>DIV.orbit-hub__node-icon:nth-of-type(1)>I.fas.fa-video:nth-of-type(1)","1","0,00%"
"647","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(3)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-agents:nth-of-type(2)>DIV.hiw-agents-grid:nth-of-type(1)>DIV.hiw-agent:nth-of-type(1)>DIV.hiw-agent__avatar:nth-of-type(1)","1","0,00%"
"648","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(9)>A:nth-of-type(1)>DIV:nth-of-type(1)","1","0,00%"
"649","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(6)>A:nth-of-type(1)>DIV:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"650","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column:nth-of-type(1)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(5)","1","0,00%"
"651","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(5)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>UL.platform-panel__features:nth-of-type(1)>LI:nth-of-type(2)","1","0,00%"
"652","#para-quem>DIV.container:nth-of-type(1)>DIV.pq-grid:nth-of-type(2)>A.pq-card:nth-of-type(3)>IMG:nth-of-type(1)","1","0,00%"
"653","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(3)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__image:nth-of-type(2)>DIV.platform-panel__mockup-main:nth-of-type(1)>DIV.pp-mock:nth-of-type(1)>DIV.pp-mock__body:nth-of-type(2)>DIV.pp-mock__row:nth-of-type(7)","1","0,00%"
"654","#para-quem>DIV.container:nth-of-type(1)>DIV.pq-grid:nth-of-type(2)>A.pq-card:nth-of-type(1)>DIV.pq-card__content:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"655","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(1)>DIV:nth-of-type(4)","1","0,00%"
"656","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(4)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-validate:nth-of-type(2)>DIV.hiw-validate-screen:nth-of-type(1)>DIV.hiw-validate-list:nth-of-type(2)>DIV.hiw-validate-item:nth-of-type(3)>SPAN:nth-of-type(1)","1","0,00%"
"657","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>FOOTER.footer:nth-of-type(1)>DIV.container:nth-of-type(1)>DIV.footer-grid:nth-of-type(1)>DIV.footer-brand:nth-of-type(1)>DIV.footer-logo:nth-of-type(1)>IMG:nth-of-type(1)","1","0,00%"
"658","#solucoes>DIV.container:nth-of-type(1)>DIV:nth-of-type(2)>DIV:nth-of-type(1)>DIV:nth-of-type(12)>A:nth-of-type(1)>DIV:nth-of-type(1)","1","0,00%"
"659","#planos-preview>DIV.container:nth-of-type(2)>DIV:nth-of-type(3)>DIV:nth-of-type(1)>UL:nth-of-type(1)>LI:nth-of-type(1)","1","0,00%"
"660","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.reframe-phase.reframe-phase--win:nth-of-type(3)>DIV.reframe-phase__steps.reframe-orbit-steps:nth-of-type(2)>DIV.reframe-orbit-card:nth-of-type(3)>DIV.reframe-orbit-card__scene:nth-of-type(2)>DIV.rfm-validate:nth-of-type(1)>DIV.rfm-validate__item:nth-of-type(4)>SPAN.rfm-validate__badge:nth-of-type(1)","1","0,00%"
"661","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(4)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>DIV.platform-panel__badge:nth-of-type(1)","1","0,00%"
"662","#reframe>DIV.container:nth-of-type(1)>DIV.reframe-journey:nth-of-type(2)>DIV.roda:nth-of-type(1)>DIV.roda__scene:nth-of-type(1)>DIV.roda__wheel:nth-of-type(1)","1","0,00%"
"663","#waPhones>DIV.wa-device:nth-of-type(1)>DIV.wa-device__frame:nth-of-type(1)>DIV.wa-chat:nth-of-type(3)>DIV.wa-row.wa-row--right.wa-row--hidden:nth-of-type(4)>DIV.wa-bubble.wa-bubble--green:nth-of-type(1)","1","0,00%"
"664","#depoimentos>DIV.container:nth-of-type(1)>DIV.testi-columns:nth-of-type(2)>DIV.testi-column.testi-column--lg:nth-of-type(3)>DIV.testi-scroll:nth-of-type(1)>DIV.testi-card:nth-of-type(4)>DIV.testi-author:nth-of-type(1)","1","0,00%"
"665","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>HEADER.header:nth-of-type(1)>DIV.container:nth-of-type(1)>UL.nav-menu:nth-of-type(1)>LI:nth-of-type(2)>DIV.dropdown.dropdown--sm:nth-of-type(1)>DIV.dropdown__links:nth-of-type(1)>A:nth-of-type(2)>DIV.dd-icon:nth-of-type(1)>I.fas.fa-user-tie:nth-of-type(1)","1","0,00%"
"666","#knowledgeGrid>DIV.knowledge-card:nth-of-type(1)>DIV.knowledge-card__image:nth-of-type(1)>IMG:nth-of-type(1)","1","0,00%"
"667","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(2)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-form:nth-of-type(2)>DIV.hiw-form-mockup:nth-of-type(1)>DIV.hiw-form-mockup__body:nth-of-type(2)>DIV.hiw-form-field:nth-of-type(3)>DIV.hiw-form-field__input:nth-of-type(1)>SPAN.hiw-typing:nth-of-type(1)","1","0,00%"
"668","#custo>DIV.container:nth-of-type(1)>DIV.cost-header.revealed:nth-of-type(1)","1","0,00%"
"669","#hiwCinema>DIV.hiw-cinema__step:nth-of-type(3)>DIV.hiw-cinema__card:nth-of-type(2)>DIV.hiw-cinema__scene.hiw-scene-agents:nth-of-type(2)>DIV.hiw-agents-grid:nth-of-type(1)","1","0,00%"
"670","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(3)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>P:nth-of-type(1)","1","0,00%"
"671","#plataforma>DIV.container:nth-of-type(1)>DIV.platform-panels:nth-of-type(3)>DIV.platform-panel:nth-of-type(3)>DIV.platform-panel__content:nth-of-type(1)>DIV.platform-panel__text:nth-of-type(1)>UL.platform-panel__features:nth-of-type(1)","1","0,00%"
"672","#custo>DIV.container:nth-of-type(1)>DIV.cost-grid:nth-of-type(2)>DIV.cost-card.cost-card--manual:nth-of-type(1)>DIV.cost-item:nth-of-type(3)>SPAN.cost-item__value:nth-of-type(2)","1","0,00%"
"673","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(2)>DIV.mobile-menu:nth-of-type(2)>DIV.mobile-menu__body:nth-of-type(2)>A:nth-of-type(3)","1","0,00%"
"674","HTML>BODY:nth-of-type(1)>DIV:nth-of-type(1)","1","0,00%"
